,time,no_of_dates,ram,cpu_speed,query_records,db_records
0,0.6896109580993652,1,6,17500,1052418,3157254
1,0.6318600177764893,1,6,17500,1052418,3157254
2,0.6421184539794922,1,6,17500,1052418,3157254
3,0.6370570659637451,1,6,17500,1052418,3157254
4,0.6506469249725342,1,6,17500,1052418,3157254
5,0.6222527027130127,1,6,17500,1052418,3157254
6,0.6295907497406006,1,6,17500,1052418,3157254
7,0.6129212379455566,1,6,17500,1052418,3157254
8,0.6211452484130859,1,6,17500,1052418,3157254
9,0.6253657341003418,1,6,17500,1052418,3157254
10,0.6213717460632324,1,6,17500,1052418,3157254
11,0.6235716342926025,1,6,17500,1052418,3157254
12,0.6591441631317139,1,6,17500,1052418,3157254
13,0.636796236038208,1,6,17500,1052418,3157254
14,0.6055364608764648,1,6,17500,1052418,3157254
15,0.6125555038452148,1,6,17500,1052418,3157254
16,0.6669857501983643,1,6,17500,1052418,3157254
17,0.6420297622680664,1,6,17500,1052418,3157254
18,0.6077520847320557,1,6,17500,1052418,3157254
19,0.6072051525115967,1,6,17500,1052418,3157254
20,0.5904808044433594,1,6,17500,1052418,3157254
21,0.6257286071777344,1,6,17500,1052418,3157254
22,0.6229944229125977,1,6,17500,1052418,3157254
23,0.6058070659637451,1,6,17500,1052418,3157254
24,0.6194553375244141,1,6,17500,1052418,3157254
25,0.6353354454040527,1,6,17500,1052418,3157254
26,0.6329891681671143,1,6,17500,1052418,3157254
27,0.5998063087463379,1,6,17500,1052418,3157254
28,0.6364898681640625,1,6,17500,1052418,3157254
29,0.6032867431640625,1,6,17500,1052418,3157254
30,0.607243537902832,1,6,17500,1052418,3157254
31,0.694767951965332,1,6,17500,1052418,3157254
32,0.6600868701934814,1,6,17500,1052418,3157254
33,0.7071070671081543,1,6,17500,1052418,3157254
34,0.711463212966919,1,6,17500,1052418,3157254
35,0.7462739944458008,1,6,17500,1052418,3157254
36,0.7120249271392822,1,6,17500,1052418,3157254
37,0.7140650749206543,1,6,17500,1052418,3157254
38,0.7320642471313477,1,6,17500,1052418,3157254
39,0.6517763137817383,1,6,17500,1052418,3157254
40,0.668565034866333,1,6,17500,1052418,3157254
41,0.6378035545349121,1,6,17500,1052418,3157254
42,0.6309759616851807,1,6,17500,1052418,3157254
43,0.6306276321411133,1,6,17500,1052418,3157254
44,0.6285440921783447,1,6,17500,1052418,3157254
45,0.6127822399139404,1,6,17500,1052418,3157254
46,0.6419696807861328,1,6,17500,1052418,3157254
47,0.6100282669067383,1,6,17500,1052418,3157254
48,0.615760326385498,1,6,17500,1052418,3157254
49,0.601858377456665,1,6,17500,1052418,3157254
50,0.6134529113769531,1,6,17500,1052418,3157254
51,0.608306884765625,1,6,17500,1052418,3157254
52,0.6024527549743652,1,6,17500,1052418,3157254
53,0.6285514831542969,1,6,17500,1052418,3157254
54,0.6251325607299805,1,6,17500,1052418,3157254
55,0.6346626281738281,1,6,17500,1052418,3157254
56,0.6315279006958008,1,6,17500,1052418,3157254
57,0.629596471786499,1,6,17500,1052418,3157254
58,0.6211249828338623,1,6,17500,1052418,3157254
59,0.6212468147277832,1,6,17500,1052418,3157254
60,0.5933659076690674,1,6,17500,1052418,3157254
61,0.6142315864562988,1,6,17500,1052418,3157254
62,0.6292107105255127,1,6,17500,1052418,3157254
63,0.6124522686004639,1,6,17500,1052418,3157254
64,0.6285982131958008,1,6,17500,1052418,3157254
65,0.6150009632110596,1,6,17500,1052418,3157254
66,0.6313011646270752,1,6,17500,1052418,3157254
67,0.6146194934844971,1,6,17500,1052418,3157254
68,0.6154606342315674,1,6,17500,1052418,3157254
69,0.6164276599884033,1,6,17500,1052418,3157254
70,0.6068391799926758,1,6,17500,1052418,3157254
71,0.6204233169555664,1,6,17500,1052418,3157254
72,0.6274325847625732,1,6,17500,1052418,3157254
73,0.6103935241699219,1,6,17500,1052418,3157254
74,0.6392333507537842,1,6,17500,1052418,3157254
75,0.6306815147399902,1,6,17500,1052418,3157254
76,0.6065690517425537,1,6,17500,1052418,3157254
77,0.5893278121948242,1,6,17500,1052418,3157254
78,0.6137988567352295,1,6,17500,1052418,3157254
79,0.6117887496948242,1,6,17500,1052418,3157254
80,0.6031982898712158,1,6,17500,1052418,3157254
81,0.6184861660003662,1,6,17500,1052418,3157254
82,0.6232836246490479,1,6,17500,1052418,3157254
83,0.6135163307189941,1,6,17500,1052418,3157254
84,0.6042802333831787,1,6,17500,1052418,3157254
85,0.5966272354125977,1,6,17500,1052418,3157254
86,0.6066176891326904,1,6,17500,1052418,3157254
87,0.640892744064331,1,6,17500,1052418,3157254
88,0.6098687648773193,1,6,17500,1052418,3157254
89,0.6227121353149414,1,6,17500,1052418,3157254
90,0.6238629817962646,1,6,17500,1052418,3157254
91,0.6270229816436768,1,6,17500,1052418,3157254
92,0.645064115524292,1,6,17500,1052418,3157254
93,0.6304702758789062,1,6,17500,1052418,3157254
94,0.6092655658721924,1,6,17500,1052418,3157254
95,0.6442255973815918,1,6,17500,1052418,3157254
96,0.6138091087341309,1,6,17500,1052418,3157254
97,0.6092331409454346,1,6,17500,1052418,3157254
98,0.6137011051177979,1,6,17500,1052418,3157254
99,0.6209499835968018,1,6,17500,1052418,3157254
100,0.6105895042419434,1,6,17500,1052418,3157254
101,0.6408436298370361,1,6,17500,1052418,3157254
102,0.6169469356536865,1,6,17500,1052418,3157254
103,0.6131713390350342,1,6,17500,1052418,3157254
104,0.6306285858154297,1,6,17500,1052418,3157254
105,0.6158356666564941,1,6,17500,1052418,3157254
106,0.6110124588012695,1,6,17500,1052418,3157254
107,0.5873022079467773,1,6,17500,1052418,3157254
108,0.6097898483276367,1,6,17500,1052418,3157254
109,0.6202664375305176,1,6,17500,1052418,3157254
110,0.6351182460784912,1,6,17500,1052418,3157254
111,0.6183023452758789,1,6,17500,1052418,3157254
112,0.6147706508636475,1,6,17500,1052418,3157254
113,0.5960545539855957,1,6,17500,1052418,3157254
114,0.6458618640899658,1,6,17500,1052418,3157254
115,0.6170151233673096,1,6,17500,1052418,3157254
116,0.6195552349090576,1,6,17500,1052418,3157254
117,0.6092624664306641,1,6,17500,1052418,3157254
118,0.6087343692779541,1,6,17500,1052418,3157254
119,0.6031122207641602,1,6,17500,1052418,3157254
120,0.6118917465209961,1,6,17500,1052418,3157254
121,0.604621410369873,1,6,17500,1052418,3157254
122,0.6216845512390137,1,6,17500,1052418,3157254
123,0.6403324604034424,1,6,17500,1052418,3157254
124,0.6084880828857422,1,6,17500,1052418,3157254
125,0.6174395084381104,1,6,17500,1052418,3157254
126,0.6102726459503174,1,6,17500,1052418,3157254
127,0.6106970310211182,1,6,17500,1052418,3157254
128,0.6693160533905029,1,6,17500,1052418,3157254
129,0.616279125213623,1,6,17500,1052418,3157254
130,0.6215348243713379,1,6,17500,1052418,3157254
131,0.6207051277160645,1,6,17500,1052418,3157254
132,0.6002991199493408,1,6,17500,1052418,3157254
133,0.600029468536377,1,6,17500,1052418,3157254
134,0.6142780780792236,1,6,17500,1052418,3157254
135,0.6313612461090088,1,6,17500,1052418,3157254
136,0.6223821640014648,1,6,17500,1052418,3157254
137,0.6078453063964844,1,6,17500,1052418,3157254
138,0.6559536457061768,1,6,17500,1052418,3157254
139,0.604785680770874,1,6,17500,1052418,3157254
140,0.6168723106384277,1,6,17500,1052418,3157254
141,0.6067965030670166,1,6,17500,1052418,3157254
