,time,no_of_dates,ram,cpu_speed,query_records,db_records
0,0.6756787300109863,1,4,5000,1052418,3157254
1,0.6543185710906982,1,4,5000,1052418,3157254
2,0.6392271518707275,1,4,5000,1052418,3157254
3,0.6031522750854492,1,4,5000,1052418,3157254
4,0.6047663688659668,1,4,5000,1052418,3157254
5,0.6036038398742676,1,4,5000,1052418,3157254
6,0.6344895362854004,1,4,5000,1052418,3157254
7,0.6208252906799316,1,4,5000,1052418,3157254
8,0.6027843952178955,1,4,5000,1052418,3157254
9,0.6073129177093506,1,4,5000,1052418,3157254
10,0.6134312152862549,1,4,5000,1052418,3157254
11,0.6134488582611084,1,4,5000,1052418,3157254
12,0.6158113479614258,1,4,5000,1052418,3157254
13,0.6063234806060791,1,4,5000,1052418,3157254
14,0.5982840061187744,1,4,5000,1052418,3157254
15,0.5952844619750977,1,4,5000,1052418,3157254
16,0.6144955158233643,1,4,5000,1052418,3157254
17,0.600886344909668,1,4,5000,1052418,3157254
18,0.6823313236236572,1,4,5000,1052418,3157254
19,0.691093921661377,1,4,5000,1052418,3157254
20,0.7011828422546387,1,4,5000,1052418,3157254
21,0.727910041809082,1,4,5000,1052418,3157254
22,0.694237232208252,1,4,5000,1052418,3157254
23,0.6922616958618164,1,4,5000,1052418,3157254
24,0.6689934730529785,1,4,5000,1052418,3157254
25,0.5986664295196533,1,4,5000,1052418,3157254
26,0.6024355888366699,1,4,5000,1052418,3157254
27,0.6532649993896484,1,4,5000,1052418,3157254
28,0.5988597869873047,1,4,5000,1052418,3157254
29,0.5867245197296143,1,4,5000,1052418,3157254
30,0.595205545425415,1,4,5000,1052418,3157254
31,0.6074559688568115,1,4,5000,1052418,3157254
32,0.6008808612823486,1,4,5000,1052418,3157254
33,0.6108636856079102,1,4,5000,1052418,3157254
34,0.5949909687042236,1,4,5000,1052418,3157254
35,0.596627950668335,1,4,5000,1052418,3157254
36,0.6029210090637207,1,4,5000,1052418,3157254
37,0.5936667919158936,1,4,5000,1052418,3157254
38,0.5986669063568115,1,4,5000,1052418,3157254
39,0.5987155437469482,1,4,5000,1052418,3157254
40,0.599557638168335,1,4,5000,1052418,3157254
41,0.602391242980957,1,4,5000,1052418,3157254
42,0.5997765064239502,1,4,5000,1052418,3157254
43,0.6055521965026855,1,4,5000,1052418,3157254
44,0.6038789749145508,1,4,5000,1052418,3157254
45,0.5902061462402344,1,4,5000,1052418,3157254
46,0.6132988929748535,1,4,5000,1052418,3157254
47,0.6027162075042725,1,4,5000,1052418,3157254
48,0.5979912281036377,1,4,5000,1052418,3157254
49,0.606579065322876,1,4,5000,1052418,3157254
50,0.6041615009307861,1,4,5000,1052418,3157254
51,0.599827766418457,1,4,5000,1052418,3157254
52,0.593043327331543,1,4,5000,1052418,3157254
53,0.6000933647155762,1,4,5000,1052418,3157254
54,0.5922634601593018,1,4,5000,1052418,3157254
55,0.6001577377319336,1,4,5000,1052418,3157254
56,0.6011433601379395,1,4,5000,1052418,3157254
57,0.602698564529419,1,4,5000,1052418,3157254
58,0.6115877628326416,1,4,5000,1052418,3157254
59,0.5977749824523926,1,4,5000,1052418,3157254
60,0.6117174625396729,1,4,5000,1052418,3157254
61,0.6060781478881836,1,4,5000,1052418,3157254
62,0.5862078666687012,1,4,5000,1052418,3157254
63,0.6078300476074219,1,4,5000,1052418,3157254
64,0.6129262447357178,1,4,5000,1052418,3157254
65,0.5903394222259521,1,4,5000,1052418,3157254
66,0.6138148307800293,1,4,5000,1052418,3157254
67,0.5939016342163086,1,4,5000,1052418,3157254
68,0.583061933517456,1,4,5000,1052418,3157254
69,0.5854098796844482,1,4,5000,1052418,3157254
70,0.59519362449646,1,4,5000,1052418,3157254
71,0.5890662670135498,1,4,5000,1052418,3157254
72,0.5901832580566406,1,4,5000,1052418,3157254
73,0.6093273162841797,1,4,5000,1052418,3157254
74,0.6083970069885254,1,4,5000,1052418,3157254
75,0.5953941345214844,1,4,5000,1052418,3157254
76,0.603750467300415,1,4,5000,1052418,3157254
77,0.5829708576202393,1,4,5000,1052418,3157254
78,0.5986542701721191,1,4,5000,1052418,3157254
79,0.5980157852172852,1,4,5000,1052418,3157254
80,0.5930759906768799,1,4,5000,1052418,3157254
81,0.5976543426513672,1,4,5000,1052418,3157254
82,0.5947253704071045,1,4,5000,1052418,3157254
83,0.5952308177947998,1,4,5000,1052418,3157254
84,0.6048719882965088,1,4,5000,1052418,3157254
85,0.5875818729400635,1,4,5000,1052418,3157254
86,0.5996932983398438,1,4,5000,1052418,3157254
87,0.5985753536224365,1,4,5000,1052418,3157254
88,0.605233907699585,1,4,5000,1052418,3157254
89,0.6212246417999268,1,4,5000,1052418,3157254
90,0.5941600799560547,1,4,5000,1052418,3157254
91,0.6023757457733154,1,4,5000,1052418,3157254
92,0.603060245513916,1,4,5000,1052418,3157254
93,0.5926089286804199,1,4,5000,1052418,3157254
94,0.5965454578399658,1,4,5000,1052418,3157254
95,0.5972335338592529,1,4,5000,1052418,3157254
96,0.6011662483215332,1,4,5000,1052418,3157254
97,0.6034600734710693,1,4,5000,1052418,3157254
98,0.6039533615112305,1,4,5000,1052418,3157254
99,0.5946192741394043,1,4,5000,1052418,3157254
100,0.5819118022918701,1,4,5000,1052418,3157254
101,0.6002357006072998,1,4,5000,1052418,3157254
102,0.591090202331543,1,4,5000,1052418,3157254
103,0.606881856918335,1,4,5000,1052418,3157254
104,0.5935957431793213,1,4,5000,1052418,3157254
105,0.604663610458374,1,4,5000,1052418,3157254
106,0.599884033203125,1,4,5000,1052418,3157254
107,0.5905892848968506,1,4,5000,1052418,3157254
108,0.6022634506225586,1,4,5000,1052418,3157254
109,0.5930421352386475,1,4,5000,1052418,3157254
110,0.6061079502105713,1,4,5000,1052418,3157254
111,0.6011362075805664,1,4,5000,1052418,3157254
112,0.5876517295837402,1,4,5000,1052418,3157254
113,0.5922756195068359,1,4,5000,1052418,3157254
114,0.5896978378295898,1,4,5000,1052418,3157254
115,0.5837647914886475,1,4,5000,1052418,3157254
116,0.5995399951934814,1,4,5000,1052418,3157254
117,0.6052238941192627,1,4,5000,1052418,3157254
118,0.6110656261444092,1,4,5000,1052418,3157254
119,0.6024444103240967,1,4,5000,1052418,3157254
120,0.5886926651000977,1,4,5000,1052418,3157254
121,0.6001713275909424,1,4,5000,1052418,3157254
122,0.5930390357971191,1,4,5000,1052418,3157254
123,0.593747615814209,1,4,5000,1052418,3157254
124,0.6001238822937012,1,4,5000,1052418,3157254
125,0.6010708808898926,1,4,5000,1052418,3157254
126,0.6056568622589111,1,4,5000,1052418,3157254
127,0.5897457599639893,1,4,5000,1052418,3157254
128,0.6076860427856445,1,4,5000,1052418,3157254
129,0.5946807861328125,1,4,5000,1052418,3157254
130,0.6005101203918457,1,4,5000,1052418,3157254
131,0.598701000213623,1,4,5000,1052418,3157254
132,0.5996403694152832,1,4,5000,1052418,3157254
133,0.6054840087890625,1,4,5000,1052418,3157254
134,0.5956466197967529,1,4,5000,1052418,3157254
135,0.5908641815185547,1,4,5000,1052418,3157254
136,0.605898380279541,1,4,5000,1052418,3157254
137,0.5991756916046143,1,4,5000,1052418,3157254
138,0.6120948791503906,1,4,5000,1052418,3157254
139,0.5981802940368652,1,4,5000,1052418,3157254
140,0.6012680530548096,1,4,5000,1052418,3157254
141,0.5882387161254883,1,4,5000,1052418,3157254
142,0.5890598297119141,1,4,5000,1052418,3157254
143,0.6005885601043701,1,4,5000,1052418,3157254
144,0.5975511074066162,1,4,5000,1052418,3157254
145,0.5978231430053711,1,4,5000,1052418,3157254
146,0.6033034324645996,1,4,5000,1052418,3157254
147,0.6046531200408936,1,4,5000,1052418,3157254
148,0.5993812084197998,1,4,5000,1052418,3157254
149,0.590104341506958,1,4,5000,1052418,3157254
150,0.5995736122131348,1,4,5000,1052418,3157254
151,0.5993387699127197,1,4,5000,1052418,3157254
152,0.5978875160217285,1,4,5000,1052418,3157254
153,0.6087267398834229,1,4,5000,1052418,3157254
154,0.5909934043884277,1,4,5000,1052418,3157254
155,0.5869426727294922,1,4,5000,1052418,3157254
156,0.5867066383361816,1,4,5000,1052418,3157254
157,0.5925183296203613,1,4,5000,1052418,3157254
158,0.6026818752288818,1,4,5000,1052418,3157254
159,0.6010115146636963,1,4,5000,1052418,3157254
160,0.5934467315673828,1,4,5000,1052418,3157254
161,0.5960776805877686,1,4,5000,1052418,3157254
162,0.5966823101043701,1,4,5000,1052418,3157254
163,0.6008625030517578,1,4,5000,1052418,3157254
164,0.5993218421936035,1,4,5000,1052418,3157254
165,0.5944530963897705,1,4,5000,1052418,3157254
166,0.6026830673217773,1,4,5000,1052418,3157254
167,0.5962855815887451,1,4,5000,1052418,3157254
168,0.5879790782928467,1,4,5000,1052418,3157254
169,0.5993132591247559,1,4,5000,1052418,3157254
170,0.6019508838653564,1,4,5000,1052418,3157254
171,0.6011295318603516,1,4,5000,1052418,3157254
172,0.5997211933135986,1,4,5000,1052418,3157254
173,0.602550745010376,1,4,5000,1052418,3157254
174,0.598710298538208,1,4,5000,1052418,3157254
175,0.59214186668396,1,4,5000,1052418,3157254
176,0.5992095470428467,1,4,5000,1052418,3157254
177,0.60268235206604,1,4,5000,1052418,3157254
178,0.5994305610656738,1,4,5000,1052418,3157254
179,0.5895638465881348,1,4,5000,1052418,3157254
180,0.5849814414978027,1,4,5000,1052418,3157254
181,0.5931711196899414,1,4,5000,1052418,3157254
182,0.5940654277801514,1,4,5000,1052418,3157254
183,0.587914228439331,1,4,5000,1052418,3157254
184,0.5862483978271484,1,4,5000,1052418,3157254
185,0.6049721240997314,1,4,5000,1052418,3157254
186,0.6192541122436523,1,4,5000,1052418,3157254
187,0.5795738697052002,1,4,5000,1052418,3157254
188,0.5961213111877441,1,4,5000,1052418,3157254
189,0.5838930606842041,1,4,5000,1052418,3157254
190,0.60129714012146,1,4,5000,1052418,3157254
191,0.5993669033050537,1,4,5000,1052418,3157254
192,0.5924513339996338,1,4,5000,1052418,3157254
193,0.5914628505706787,1,4,5000,1052418,3157254
194,0.6058192253112793,1,4,5000,1052418,3157254
195,0.5979459285736084,1,4,5000,1052418,3157254
196,0.5996410846710205,1,4,5000,1052418,3157254
197,0.5856702327728271,1,4,5000,1052418,3157254
198,0.5973320007324219,1,4,5000,1052418,3157254
199,0.5968461036682129,1,4,5000,1052418,3157254
200,0.6011157035827637,1,4,5000,1052418,3157254
201,0.597752571105957,1,4,5000,1052418,3157254
202,0.5929825305938721,1,4,5000,1052418,3157254
203,0.5952000617980957,1,4,5000,1052418,3157254
204,0.5908825397491455,1,4,5000,1052418,3157254
205,0.5998618602752686,1,4,5000,1052418,3157254
206,0.602982759475708,1,4,5000,1052418,3157254
207,0.586738109588623,1,4,5000,1052418,3157254
208,0.5914885997772217,1,4,5000,1052418,3157254
209,0.5990104675292969,1,4,5000,1052418,3157254
210,0.5965056419372559,1,4,5000,1052418,3157254
211,0.5949296951293945,1,4,5000,1052418,3157254
212,0.6038610935211182,1,4,5000,1052418,3157254
213,0.5999917984008789,1,4,5000,1052418,3157254
214,0.5915565490722656,1,4,5000,1052418,3157254
215,0.5996747016906738,1,4,5000,1052418,3157254
216,0.6010489463806152,1,4,5000,1052418,3157254
217,0.5958404541015625,1,4,5000,1052418,3157254
218,0.59267258644104,1,4,5000,1052418,3157254
219,0.5879478454589844,1,4,5000,1052418,3157254
220,0.6018946170806885,1,4,5000,1052418,3157254
221,0.6021127700805664,1,4,5000,1052418,3157254
222,0.6061789989471436,1,4,5000,1052418,3157254
223,0.6000030040740967,1,4,5000,1052418,3157254
224,0.5993130207061768,1,4,5000,1052418,3157254
225,0.5873503684997559,1,4,5000,1052418,3157254
226,0.5828158855438232,1,4,5000,1052418,3157254
227,0.5993189811706543,1,4,5000,1052418,3157254
228,0.5863533020019531,1,4,5000,1052418,3157254
229,0.5966825485229492,1,4,5000,1052418,3157254
230,0.6109836101531982,1,4,5000,1052418,3157254
231,0.5963253974914551,1,4,5000,1052418,3157254
232,0.6035563945770264,1,4,5000,1052418,3157254
233,0.5991330146789551,1,4,5000,1052418,3157254
234,0.5986573696136475,1,4,5000,1052418,3157254
235,0.6081352233886719,1,4,5000,1052418,3157254
236,0.6078140735626221,1,4,5000,1052418,3157254
237,0.6043896675109863,1,4,5000,1052418,3157254
238,0.5907113552093506,1,4,5000,1052418,3157254
239,0.5950510501861572,1,4,5000,1052418,3157254
240,0.5970909595489502,1,4,5000,1052418,3157254
241,0.6019432544708252,1,4,5000,1052418,3157254
242,0.6037712097167969,1,4,5000,1052418,3157254
243,0.600377082824707,1,4,5000,1052418,3157254
244,0.6129682064056396,1,4,5000,1052418,3157254
245,0.6108601093292236,1,4,5000,1052418,3157254
246,0.5934932231903076,1,4,5000,1052418,3157254
247,0.6044518947601318,1,4,5000,1052418,3157254
248,0.6055128574371338,1,4,5000,1052418,3157254
249,0.615908145904541,1,4,5000,1052418,3157254
250,0.5995769500732422,1,4,5000,1052418,3157254
251,0.6118149757385254,1,4,5000,1052418,3157254
252,0.583669900894165,1,4,5000,1052418,3157254
253,0.5980679988861084,1,4,5000,1052418,3157254
254,0.5953900814056396,1,4,5000,1052418,3157254
255,0.5906147956848145,1,4,5000,1052418,3157254
256,0.5817360877990723,1,4,5000,1052418,3157254
257,0.5852398872375488,1,4,5000,1052418,3157254
258,0.5915699005126953,1,4,5000,1052418,3157254
259,0.5959196090698242,1,4,5000,1052418,3157254
260,0.587712287902832,1,4,5000,1052418,3157254
261,0.5964615345001221,1,4,5000,1052418,3157254
262,0.5833263397216797,1,4,5000,1052418,3157254
263,0.5930395126342773,1,4,5000,1052418,3157254
264,0.5869677066802979,1,4,5000,1052418,3157254
265,0.5933699607849121,1,4,5000,1052418,3157254
266,0.5922791957855225,1,4,5000,1052418,3157254
267,0.5867302417755127,1,4,5000,1052418,3157254
268,0.586615800857544,1,4,5000,1052418,3157254
269,0.5987682342529297,1,4,5000,1052418,3157254
270,0.5965898036956787,1,4,5000,1052418,3157254
271,0.5870449542999268,1,4,5000,1052418,3157254
272,0.5861194133758545,1,4,5000,1052418,3157254
273,0.5813016891479492,1,4,5000,1052418,3157254
274,0.5833611488342285,1,4,5000,1052418,3157254
275,0.5995280742645264,1,4,5000,1052418,3157254
276,0.5847184658050537,1,4,5000,1052418,3157254
277,0.5861659049987793,1,4,5000,1052418,3157254
278,0.5771152973175049,1,4,5000,1052418,3157254
279,0.5839004516601562,1,4,5000,1052418,3157254
280,0.5878860950469971,1,4,5000,1052418,3157254
281,0.5962865352630615,1,4,5000,1052418,3157254
282,0.5966432094573975,1,4,5000,1052418,3157254
283,0.5918214321136475,1,4,5000,1052418,3157254
284,0.5878384113311768,1,4,5000,1052418,3157254
285,0.6020259857177734,1,4,5000,1052418,3157254
286,0.5919094085693359,1,4,5000,1052418,3157254
287,0.5889263153076172,1,4,5000,1052418,3157254
288,0.5913844108581543,1,4,5000,1052418,3157254
289,0.5827207565307617,1,4,5000,1052418,3157254
290,0.5901334285736084,1,4,5000,1052418,3157254
291,0.5914463996887207,1,4,5000,1052418,3157254
292,0.5909273624420166,1,4,5000,1052418,3157254
293,0.5867092609405518,1,4,5000,1052418,3157254
294,0.5996932983398438,1,4,5000,1052418,3157254
295,0.6125264167785645,1,4,5000,1052418,3157254
296,0.6091499328613281,1,4,5000,1052418,3157254
297,0.594731330871582,1,4,5000,1052418,3157254
298,0.5887043476104736,1,4,5000,1052418,3157254
299,0.5943574905395508,1,4,5000,1052418,3157254
300,0.5968406200408936,1,4,5000,1052418,3157254
301,0.5910654067993164,1,4,5000,1052418,3157254
302,0.5964415073394775,1,4,5000,1052418,3157254
